Model,Backend,Accuracy(agedb_30),Accuracy(cfp_fp),Accuracy(lfw),Accuracy(cplfw),Accuracy(calfw),Accuracy(avg),TPR,FPR,Threshold(agedb_30),Threshold(cfp_fp),Threshold(lfw),Threshold(cplfw),Threshold(calfw)
Facenet512,fastmtcnn,0.5,0.5028571428571429,0.5,0.5016666666666667,0.5016666666666667,0.5012380952380953,0.026030000000000005,0.023559999999999998,0.0,0.01,0.0,0.01,0.01
