Model,Backend,Accuracy(agedb_30),Accuracy(cfp_fp),Accuracy(lfw),Accuracy(cplfw),Accuracy(calfw),Accuracy(avg),TPR,FPR,Threshold(agedb_30),Threshold(cfp_fp),Threshold(lfw),Threshold(cplfw),Threshold(calfw)
Ensemble,0.25 0.15 0.4 0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
