Title,sim_score,diff_score
AdaFaceopencv0.250 AdaFaceretinaface0.200 Facenet512fastmtcnn0.350 Facenet512opencv0.200,0.60,0.10
AdaFaceopencv0.250 AdaFaceretinaface0.200 Facenet512fastmtcnn0.400 Facenet512opencv0.150,0.60,0.10
AdaFaceopencv0.250 AdaFaceretinaface0.250 Facenet512fastmtcnn0.100 Facenet512opencv0.400,0.59,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.250 Facenet512fastmtcnn0.150 Facenet512opencv0.350,0.59,0.10
AdaFaceopencv0.250 AdaFaceretinaface0.250 Facenet512fastmtcnn0.200 Facenet512opencv0.300,0.59,0.10
AdaFaceopencv0.250 AdaFaceretinaface0.250 Facenet512fastmtcnn0.250 Facenet512opencv0.250,0.59,0.10
AdaFaceopencv0.250 AdaFaceretinaface0.250 Facenet512fastmtcnn0.300 Facenet512opencv0.200,0.59,0.10
AdaFaceopencv0.250 AdaFaceretinaface0.250 Facenet512fastmtcnn0.350 Facenet512opencv0.150,0.60,0.10
AdaFaceopencv0.250 AdaFaceretinaface0.300 Facenet512fastmtcnn0.100 Facenet512opencv0.350,0.58,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.300 Facenet512fastmtcnn0.150 Facenet512opencv0.300,0.58,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.300 Facenet512fastmtcnn0.200 Facenet512opencv0.250,0.59,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.300 Facenet512fastmtcnn0.250 Facenet512opencv0.200,0.59,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.300 Facenet512fastmtcnn0.300 Facenet512opencv0.150,0.59,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.350 Facenet512fastmtcnn0.100 Facenet512opencv0.300,0.58,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.350 Facenet512fastmtcnn0.150 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.350 Facenet512fastmtcnn0.200 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.350 Facenet512fastmtcnn0.250 Facenet512opencv0.150,0.58,0.09
AdaFaceopencv0.250 AdaFaceretinaface0.400 Facenet512fastmtcnn0.100 Facenet512opencv0.250,0.57,0.08
AdaFaceopencv0.250 AdaFaceretinaface0.400 Facenet512fastmtcnn0.150 Facenet512opencv0.200,0.57,0.08
AdaFaceopencv0.250 AdaFaceretinaface0.400 Facenet512fastmtcnn0.200 Facenet512opencv0.150,0.58,0.08
AdaFaceopencv0.250 AdaFaceretinaface0.450 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.57,0.08
AdaFaceopencv0.250 AdaFaceretinaface0.450 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.57,0.08
AdaFaceopencv0.250 AdaFaceretinaface0.500 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.500,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.150 Facenet512opencv0.450,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.200 Facenet512opencv0.400,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.250 Facenet512opencv0.350,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.300 Facenet512opencv0.300,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.350 Facenet512opencv0.250,0.61,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.400 Facenet512opencv0.200,0.61,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.100 Facenet512fastmtcnn0.450 Facenet512opencv0.150,0.61,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.150 Facenet512fastmtcnn0.100 Facenet512opencv0.450,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.150 Facenet512fastmtcnn0.150 Facenet512opencv0.400,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.150 Facenet512fastmtcnn0.200 Facenet512opencv0.350,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.150 Facenet512fastmtcnn0.250 Facenet512opencv0.300,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.150 Facenet512fastmtcnn0.300 Facenet512opencv0.250,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.150 Facenet512fastmtcnn0.350 Facenet512opencv0.200,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.150 Facenet512fastmtcnn0.400 Facenet512opencv0.150,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.200 Facenet512fastmtcnn0.100 Facenet512opencv0.400,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.200 Facenet512fastmtcnn0.150 Facenet512opencv0.350,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.200 Facenet512fastmtcnn0.200 Facenet512opencv0.300,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.200 Facenet512fastmtcnn0.250 Facenet512opencv0.250,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.200 Facenet512fastmtcnn0.300 Facenet512opencv0.200,0.59,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.200 Facenet512fastmtcnn0.350 Facenet512opencv0.150,0.60,0.10
AdaFaceopencv0.300 AdaFaceretinaface0.250 Facenet512fastmtcnn0.100 Facenet512opencv0.350,0.58,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.250 Facenet512fastmtcnn0.150 Facenet512opencv0.300,0.58,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.250 Facenet512fastmtcnn0.200 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.250 Facenet512fastmtcnn0.250 Facenet512opencv0.200,0.59,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.250 Facenet512fastmtcnn0.300 Facenet512opencv0.150,0.59,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.300 Facenet512fastmtcnn0.100 Facenet512opencv0.300,0.58,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.300 Facenet512fastmtcnn0.150 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.300 Facenet512fastmtcnn0.200 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.300 Facenet512fastmtcnn0.250 Facenet512opencv0.150,0.58,0.09
AdaFaceopencv0.300 AdaFaceretinaface0.350 Facenet512fastmtcnn0.100 Facenet512opencv0.250,0.57,0.08
AdaFaceopencv0.300 AdaFaceretinaface0.350 Facenet512fastmtcnn0.150 Facenet512opencv0.200,0.57,0.08
AdaFaceopencv0.300 AdaFaceretinaface0.350 Facenet512fastmtcnn0.200 Facenet512opencv0.150,0.57,0.08
AdaFaceopencv0.300 AdaFaceretinaface0.400 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.57,0.08
AdaFaceopencv0.300 AdaFaceretinaface0.400 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.57,0.08
AdaFaceopencv0.300 AdaFaceretinaface0.450 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.350 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.450,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.100 Facenet512fastmtcnn0.150 Facenet512opencv0.400,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.100 Facenet512fastmtcnn0.200 Facenet512opencv0.350,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.100 Facenet512fastmtcnn0.250 Facenet512opencv0.300,0.60,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.100 Facenet512fastmtcnn0.300 Facenet512opencv0.250,0.60,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.100 Facenet512fastmtcnn0.350 Facenet512opencv0.200,0.60,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.100 Facenet512fastmtcnn0.400 Facenet512opencv0.150,0.60,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.150 Facenet512fastmtcnn0.100 Facenet512opencv0.400,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.150 Facenet512fastmtcnn0.150 Facenet512opencv0.350,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.150 Facenet512fastmtcnn0.200 Facenet512opencv0.300,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.150 Facenet512fastmtcnn0.250 Facenet512opencv0.250,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.150 Facenet512fastmtcnn0.300 Facenet512opencv0.200,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.150 Facenet512fastmtcnn0.350 Facenet512opencv0.150,0.59,0.10
AdaFaceopencv0.350 AdaFaceretinaface0.200 Facenet512fastmtcnn0.100 Facenet512opencv0.350,0.58,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.200 Facenet512fastmtcnn0.150 Facenet512opencv0.300,0.58,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.200 Facenet512fastmtcnn0.200 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.200 Facenet512fastmtcnn0.250 Facenet512opencv0.200,0.59,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.200 Facenet512fastmtcnn0.300 Facenet512opencv0.150,0.59,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.250 Facenet512fastmtcnn0.100 Facenet512opencv0.300,0.57,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.250 Facenet512fastmtcnn0.150 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.250 Facenet512fastmtcnn0.200 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.250 Facenet512fastmtcnn0.250 Facenet512opencv0.150,0.58,0.09
AdaFaceopencv0.350 AdaFaceretinaface0.300 Facenet512fastmtcnn0.100 Facenet512opencv0.250,0.57,0.08
AdaFaceopencv0.350 AdaFaceretinaface0.300 Facenet512fastmtcnn0.150 Facenet512opencv0.200,0.57,0.08
AdaFaceopencv0.350 AdaFaceretinaface0.300 Facenet512fastmtcnn0.200 Facenet512opencv0.150,0.57,0.08
AdaFaceopencv0.350 AdaFaceretinaface0.350 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.56,0.08
AdaFaceopencv0.350 AdaFaceretinaface0.350 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.57,0.08
AdaFaceopencv0.350 AdaFaceretinaface0.400 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.400 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.400,0.58,0.10
AdaFaceopencv0.400 AdaFaceretinaface0.100 Facenet512fastmtcnn0.150 Facenet512opencv0.350,0.59,0.10
AdaFaceopencv0.400 AdaFaceretinaface0.100 Facenet512fastmtcnn0.200 Facenet512opencv0.300,0.59,0.10
AdaFaceopencv0.400 AdaFaceretinaface0.100 Facenet512fastmtcnn0.250 Facenet512opencv0.250,0.59,0.10
AdaFaceopencv0.400 AdaFaceretinaface0.100 Facenet512fastmtcnn0.300 Facenet512opencv0.200,0.59,0.10
AdaFaceopencv0.400 AdaFaceretinaface0.100 Facenet512fastmtcnn0.350 Facenet512opencv0.150,0.59,0.10
AdaFaceopencv0.400 AdaFaceretinaface0.150 Facenet512fastmtcnn0.100 Facenet512opencv0.350,0.58,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.150 Facenet512fastmtcnn0.150 Facenet512opencv0.300,0.58,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.150 Facenet512fastmtcnn0.200 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.150 Facenet512fastmtcnn0.250 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.150 Facenet512fastmtcnn0.300 Facenet512opencv0.150,0.59,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.200 Facenet512fastmtcnn0.100 Facenet512opencv0.300,0.57,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.200 Facenet512fastmtcnn0.150 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.200 Facenet512fastmtcnn0.200 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.200 Facenet512fastmtcnn0.250 Facenet512opencv0.150,0.58,0.09
AdaFaceopencv0.400 AdaFaceretinaface0.250 Facenet512fastmtcnn0.100 Facenet512opencv0.250,0.57,0.08
AdaFaceopencv0.400 AdaFaceretinaface0.250 Facenet512fastmtcnn0.150 Facenet512opencv0.200,0.57,0.08
AdaFaceopencv0.400 AdaFaceretinaface0.250 Facenet512fastmtcnn0.200 Facenet512opencv0.150,0.57,0.08
AdaFaceopencv0.400 AdaFaceretinaface0.300 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.56,0.08
AdaFaceopencv0.400 AdaFaceretinaface0.300 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.57,0.08
AdaFaceopencv0.400 AdaFaceretinaface0.350 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.450 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.350,0.58,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.100 Facenet512fastmtcnn0.150 Facenet512opencv0.300,0.58,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.100 Facenet512fastmtcnn0.200 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.100 Facenet512fastmtcnn0.250 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.100 Facenet512fastmtcnn0.300 Facenet512opencv0.150,0.59,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.150 Facenet512fastmtcnn0.100 Facenet512opencv0.300,0.57,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.150 Facenet512fastmtcnn0.150 Facenet512opencv0.250,0.58,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.150 Facenet512fastmtcnn0.200 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.150 Facenet512fastmtcnn0.250 Facenet512opencv0.150,0.58,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.200 Facenet512fastmtcnn0.100 Facenet512opencv0.250,0.57,0.08
AdaFaceopencv0.450 AdaFaceretinaface0.200 Facenet512fastmtcnn0.150 Facenet512opencv0.200,0.57,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.200 Facenet512fastmtcnn0.200 Facenet512opencv0.150,0.57,0.09
AdaFaceopencv0.450 AdaFaceretinaface0.250 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.56,0.08
AdaFaceopencv0.450 AdaFaceretinaface0.250 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.450 AdaFaceretinaface0.300 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.500 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.300,0.57,0.09
AdaFaceopencv0.500 AdaFaceretinaface0.100 Facenet512fastmtcnn0.150 Facenet512opencv0.250,0.57,0.09
AdaFaceopencv0.500 AdaFaceretinaface0.100 Facenet512fastmtcnn0.200 Facenet512opencv0.200,0.58,0.09
AdaFaceopencv0.500 AdaFaceretinaface0.100 Facenet512fastmtcnn0.250 Facenet512opencv0.150,0.58,0.09
AdaFaceopencv0.500 AdaFaceretinaface0.150 Facenet512fastmtcnn0.100 Facenet512opencv0.250,0.57,0.09
AdaFaceopencv0.500 AdaFaceretinaface0.150 Facenet512fastmtcnn0.150 Facenet512opencv0.200,0.57,0.09
AdaFaceopencv0.500 AdaFaceretinaface0.150 Facenet512fastmtcnn0.200 Facenet512opencv0.150,0.57,0.09
AdaFaceopencv0.500 AdaFaceretinaface0.200 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.56,0.08
AdaFaceopencv0.500 AdaFaceretinaface0.200 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.500 AdaFaceretinaface0.250 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.550 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.250,0.57,0.09
AdaFaceopencv0.550 AdaFaceretinaface0.100 Facenet512fastmtcnn0.150 Facenet512opencv0.200,0.57,0.09
AdaFaceopencv0.550 AdaFaceretinaface0.100 Facenet512fastmtcnn0.200 Facenet512opencv0.150,0.57,0.09
AdaFaceopencv0.550 AdaFaceretinaface0.150 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.56,0.08
AdaFaceopencv0.550 AdaFaceretinaface0.150 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.550 AdaFaceretinaface0.200 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.600 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.200,0.56,0.08
AdaFaceopencv0.600 AdaFaceretinaface0.100 Facenet512fastmtcnn0.150 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.600 AdaFaceretinaface0.150 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.56,0.08
AdaFaceopencv0.650 AdaFaceretinaface0.100 Facenet512fastmtcnn0.100 Facenet512opencv0.150,0.55,0.08
